neuron,selectivity,d_color_col,d_shape_shp,ratio_shape_over_color,log2_ratio
34,-0.07319988426985863,0.3785684142866714,0.6149822202088862,1.624494271044931,0.6999906558559827
35,0.016372572786130912,0.8688208855822602,0.6600891159762765,0.7597528177895296,-0.39639797442779257
36,0.11742762606665408,0.14730988471572018,0.30898436965655784,2.097512806087255,1.06867961887591
37,-0.12592315157419756,0.8087856749278148,0.5424084558067748,0.6706454783024128,-0.5763777753454842
38,-0.4610165988112527,0.47865831200150794,0.3165730699315041,0.6613758959018043,-0.5964576279743248
39,0.15921804464747896,0.3685646098101557,0.5537505139269215,1.502451671121248,0.587318584976336
40,0.48687661260316245,0.24627451851861046,0.4687868598883931,1.9035134560665654,0.9286647684459527
41,-0.05574940909386594,0.34091040949941426,0.32615898661448756,0.9567293268998618,-0.06381727255123693
42,-0.5442442397847336,0.39811616957982293,1.1226486980749613,2.819902289467418,1.4956451736371759
43,-0.6687316292816969,-0.3967444776694827,0.8423545633283814,2.1231664477709544,1.086217477206893
44,-0.21855880571791553,0.4113870867494452,0.7809699192300138,1.8983821913296084,0.9247704718260364
45,-0.25081930248759127,0.3900451571379659,1.3894505794125358,3.5622813255889247,1.8328014555201715
46,-0.7798914096650739,0.30989067581817126,1.2562290497317474,4.053781374386326,2.0192682845142986
47,-0.16288970039213763,0.14365354579607803,0.9584428990977649,6.671905616946212,2.7380988800705315
48,-0.37058959033354805,0.5889931981595946,0.8582264086189634,1.4571075036166374,0.5431073216118298
49,0.21986035915599256,1.0059757640306157,0.08589611822760645,0.08538587240249548,-3.5498588026094313
50,-0.31511286061821253,-0.15217381116000298,0.10831043369203097,0.7117547550769845,-0.4905478685593451
51,-0.7867303211598146,0.15819683727259276,1.3671093865344839,8.641825020623788,3.1113360195837427
52,-0.39232086421495416,0.48169759570723425,-0.6243762820764905,1.2961997062876711,0.374288012261634
53,0.09736302071324114,1.084078337230699,0.5494178010603215,0.5068063646242705,-0.9804934525037159
54,-0.21728837916717764,0.39234375312214925,0.5207865754758572,1.3273731806108104,0.4085740301866243
55,-0.2972500684234935,-0.17638443757040403,1.2096884684391591,6.85824943002385,2.777840375098073
56,-0.5947687983358907,-0.2898199398892165,0.8593147376497572,2.964995224190802,1.5680297809797796
57,0.29017063028282486,0.7301249997195459,0.4385166563644161,0.6006049053686117,-0.7355118369052707
58,0.0007798588271164947,0.6976421144186046,0.5344527709559197,0.7660844434550108,-0.3844246695266259
59,0.23078915059647126,1.0859191325349467,0.4364175789769117,0.4018877335347668,-1.3151355509284495
60,-0.19218252477513895,0.06630852601372686,0.5136237003146171,7.745967693514154,2.9534454842601257
61,-0.045895819312742336,-0.6569392874834732,0.458897123018944,0.6985381020156906,-0.51758928477891
62,-0.023616060325105312,0.33142573019007104,0.6933081099524737,2.091895851154263,1.0648110261720642
63,0.15641671023946874,1.5028703083617239,0.6734879758273863,0.44813446115726785,-1.1579964221147538
64,-0.07423722811569117,0.2865451106695995,0.4231063967729133,1.4765786642903116,0.5622582176695906
65,0.28333958034605633,1.0957921241872735,0.489526722155668,0.44673319998379546,-1.1625146191310562
66,0.6544282462247406,1.436663523634651,0.313396193332357,0.2181416790893876,-2.1966626510396785
67,-0.007920003010632143,0.2707087616969892,0.2077124802815059,0.7672913095928391,-0.3821536799819829
68,0.21689787308174746,0.551250664172505,0.19058653620497962,0.3457347965117243,-1.5322622837990838
69,0.5916167840152424,0.26859705901679715,0.3960341415106374,1.4744544968543247,0.5601813000696607
70,0.4255921009024219,0.38557912264388067,0.14348564609753922,0.3721302261214227,-1.426120517365223
71,-0.12831667726623155,0.30083372391271584,-0.07876160561599393,0.2618110914937984,-1.933401877267526
72,-0.06840656143666252,-0.022068945101815195,-0.1119389453048239,5.072238151090628,2.3426224843045
73,0.9449707728401285,1.5288191782482041,0.872494330226588,0.5706981850043011,-0.8092001200795135
74,0.17644075896414135,0.2970357994038323,0.5087936175999492,1.7129033558224767,0.7764437550360835
75,0.18685798532461634,0.2910588799134465,0.5267221858453167,1.8096757123511946,0.8557311944915524
76,0.10033065784728801,0.6064527946205089,0.7942344198797759,1.3096393106333408,0.3891695320595568
77,0.6967640796821157,0.9112871994576016,0.7118738394292773,0.7811739700197738,-0.3562842177940562
78,0.24455076112183988,0.2975228022823514,0.5783551121467332,1.9439018041915521,0.9589553433346643
79,0.7786808020231121,1.1308157085856667,0.16692136784992506,0.14761146894443947,-2.7601232762908343
80,-0.16305528133809277,-0.08263381670619374,0.9146599122766731,11.068832939396913,3.4684312121013288
81,0.0013613412564081606,0.28175440997210743,0.898369912382695,3.1884857187095728,1.6728714193524938
82,-0.16356302499670558,-0.11979669095903382,0.5783657997636727,4.827894619865796,2.2713941862304172
83,0.19817745560235395,0.45718981440129325,0.060291854895013264,0.13187488652571094,-2.922758242461773
84,0.09839309644869186,1.327819420677364,-0.132468447993212,0.0997639030806883,-3.325338280691731
85,0.2593834939259316,-0.1683723683652679,0.4280406023401015,2.542225939406909,1.3460922550386223
86,0.47012739166038553,0.6156521345602013,-0.16660545294566054,0.27061621911602174,-1.8856797864781856
87,-0.03143458964224066,1.2417755951797376,0.440337189978969,0.3546028700257061,-1.495723881958439
88,0.06175343509115483,-0.002016879183130843,0.4657700941661197,230.93604110294757,7.851349535094933
89,0.09533810896113804,1.2383923584131806,1.142943350624885,0.9229250672125249,-0.11571457545545687
90,0.5186914107611154,0.22886213746975548,0.09555660796833514,0.41752912484506344,-1.2600512582491554
91,0.544289341433892,0.9073628579687679,-0.536312171894308,0.5910669223273157,-0.7586066090805201
92,-0.19900831918364253,0.3988340068455014,0.6497060220360641,1.6290136018569636,0.703998650057208
93,0.5370501017683673,1.4382884216386702,0.46105872202728515,0.32056068524953524,-1.6413305960122229
94,0.6960479305106413,0.9982435988706129,-0.46589721493994896,0.46671695713008965,-1.0993802094943255
95,0.40188833981267613,0.3237092222778822,-0.8144915350905246,2.516120885764643,1.331201237441203
96,-0.2374072093338015,0.40884093989193754,0.2790898147319152,0.6826366625734692,-0.5508101951113853
97,0.4340438733870149,0.692935558898973,0.5703772192105391,0.823131692239905,-0.2808048300456816
98,0.8062332300624206,1.0154152110163182,-0.3360499691847887,0.3309483308292269,-1.5953221004383273
99,0.2796516633160229,0.3339496408770506,0.8956857556478494,2.6820982747363686,1.4233620999855947
100,0.20611595498050236,0.7147903706841389,0.23256300087144305,0.32535832939177317,-1.6198986067211498
101,0.16114205110403274,0.631816595192152,0.5008476803905602,0.7927105495502955,-0.3351339186911474
102,0.17768272333478796,1.4378194776045228,0.27349957056371677,0.1902182957064889,-2.3942720797319805
103,0.8146871224803947,1.09756453756351,-0.07014308714144835,0.0639079386594391,-3.9678610355473154
104,-0.026257191143805914,-0.238049886157423,0.4704443876328696,1.9762428591114185,0.9827602496079817
105,0.7590281959174221,0.3344724259561055,-0.4220255774903245,1.2617649310931458,0.3354431588666413
106,0.042955866779022356,0.48192525729237584,1.060121999244051,2.199764347687412,1.137348981644402
107,0.14852140663361263,0.3981790202478038,-1.1455731538293954,2.877030419919109,1.5245804753123153
108,0.837264021859334,0.49799111131231255,-0.6455374216618053,1.296283019910497,0.3743807389358111
109,0.7767264870934139,1.260423561663833,-0.18704153956971414,0.14839578159159444,-2.7524780134636
110,-0.3937216323815712,0.4878358377817945,0.8350201240095545,1.7116826180805138,0.7754152205653062
111,0.08396445184542234,0.44578551656794424,0.8479350366160056,1.9021143691303972,0.9276039942619119
112,-0.3855909167247176,0.11052706714397198,1.1824694929801844,10.698460780011537,3.419331341534293
113,0.4594758724987823,0.5897924274508779,-0.5134465414277836,0.8705546519918256,-0.19999322414181475
114,0.598657360167899,1.434096318694928,0.557755065662338,0.3889244107184679,-1.3624383069723867
115,0.023071468961382735,0.689057138715172,1.3081408209068732,1.8984504294435685,0.9248223291494706
116,0.027154816279841676,0.24133692607563434,0.2015600401592879,0.8351811031822141,-0.25983902504580664
117,-0.13557555152751566,-0.21246677818505252,0.8574175965857997,4.035537244486184,2.012760749924644
118,-0.3026834957723041,-0.3004314808907938,0.3990679401426828,1.328315990581609,0.40959838751071975
119,-0.16249602516934644,-0.4563963229903087,1.2452580683804322,2.7284577145993922,1.448085685121411
