# theta_degrees,signal_th,noise_th,fisher_th,signal_emp,noise_emp,fisher_emp
7.400000000000000000e+01,2.110443108938529488e-01,1.134365645917579934e+00,1.860461057273475327e-01,2.175979491314055936e-01,1.136792659914757753e+00,1.914139286822296449e-01
7.500000000000000000e+01,1.860758280771687700e-01,1.118359475330868769e+00,1.663828421734593610e-01,1.922939539842898893e-01,1.120650662140969089e+00,1.715913446362652695e-01
7.600000000000000000e+01,1.625727876959349172e-01,1.103300634397070157e+00,1.473513044654210791e-01,1.684438883818833999e-01,1.105445145396944717e+00,1.523765236866622963e-01
7.700000000000000000e+01,1.405638245844902656e-01,1.089207469994225574e+00,1.290514694920660566e-01,1.460768099553018118e-01,1.091194635262606960e+00,1.338687024612680299e-01
7.800000000000000000e+01,1.200757532741657529e-01,1.076097152472274443e+00,1.115844912313895265e-01,1.252199695442237082e-01,1.077916493789432328e+00,1.161685253595210743e-01
7.900000000000000000e+01,1.011335353239064955e-01,1.063985654733627273e+00,9.505159667704884963e-02,1.058987779959397885e-01,1.065626898347464158e+00,9.937697533739417444e-02
8.000000000000000000e+01,8.376024890846077431e-02,1.052887732772645801e+00,7.955287757782951441e-02,8.813677520615016692e-02,1.054340821915681570e+00,8.359419779081521396e-02
8.100000000000000000e+01,6.797706070117572053e-02,1.042816907697735607e+00,6.518599784812764697e-02,7.195560143922752339e-02,1.044072014839730445e+00,6.891823592290520495e-02
8.200000000000000000e+01,5.380320008566838452e-02,1.033785449257959010e+00,5.204484172638315642e-02,5.737497096288835668e-02,1.034832988079243732e+00,5.544370118059552266e-02
8.300000000000000000e+01,4.125593572778274432e-02,1.025804360894234213e+00,4.021813252170064468e-02,4.441264802939382667e-02,1.026634997965166107e+00,4.326040717238509303e-02
8.400000000000000000e+01,3.035055453638111495e-02,1.018883366333341645e+00,2.978805576697531043e-02,3.308442523254574025e-02,1.019488032485648787e+00,3.245199960992329463e-02
8.500000000000000000e+01,2.110034303859993979e-02,1.013030897741055369e+00,2.082892346684718510e-02,2.340410426684316411e-02,1.013400799117222251e+00,2.309461793125738502e-02
8.600000000000000000e+01,1.351657119226347924e-02,1.008254085448851090e+00,1.340591760284930330e-02,1.538347911224352375e-02,1.008380714216079443e+00,1.525562606996378606e-02
8.700000000000000000e+01,7.608478655175982160e-03,1.004558749266695861e+00,7.573950912009866365e-03,9.032321665015283566e-03,1.004433893982388026e+00,8.992450094653674578e-03
8.800000000000000000e+01,3.383263528021917925e-03,1.001949391392505273e+00,3.376681055037991392e-03,4.358369832186891404e-03,1.001565147008641521e+00,4.351559002630996618e-03
8.900000000000000000e+01,8.460735845892812003e-04,1.000429190926906964e+00,8.457106132672779488e-04,1.367318104099647267e-03,9.997779684211307583e-01,1.367621759318164622e-03
9.000000000000000000e+01,3.967115546760458051e-32,1.000000000000000000e+00,3.967115546760458051e-32,6.281061654804250916e-05,9.990745356216708117e-01,6.286879938237922838e-05
