neuron,selectivity_shape_minus_color,g_color,g_shape,ratio_color_over_shape_gopt
33,0.06651023554589752,1.0154681962764727,0.9762795014397982,1.04014085595246
34,0.07319988426985863,1.015425783813609,0.878911330593697,1.155322213365417
35,-0.016372572786130912,0.960814638323889,0.9256797320320592,1.0379557908377917
36,-0.11742762606665408,1.007266470905507,0.9870336214036344,1.0204986426633367
37,0.12592315157419756,0.9868054174008166,0.9958793109279618,0.9908885610660182
38,0.4610165988112527,0.9970051883910992,1.00477850017667,0.9922636563340115
39,-0.15921804464747896,1.0117247551466333,1.0053837336185245,1.0063070659650324
40,-0.48687661260316245,1.0173577662934405,0.9999999958961509,1.0173577704685062
41,0.05574940909386594,1.0025134011843913,1.0352614696463485,0.9683673454271291
42,0.5442442397847336,0.9769498947989261,1.0080186982311459,0.969178346109345
43,0.6687316292816969,1.0131702652168841,0.8638881213571736,1.172802635166478
44,0.21855880571791553,0.971415506726402,1.0198000328554133,0.9525548886348938
45,0.25081930248759127,0.9897576978217345,0.8903460979919109,1.1116550070292048
46,0.7798914096650739,0.9960527563389782,0.8601600354923189,1.1579853925307306
47,0.16288970039213763,1.000854065532805,0.9644271643712065,1.037770505132247
48,0.37058959033354805,0.9810831330460444,1.024832915963674,0.9573103261652676
49,-0.21986035915599256,0.9098599636564065,1.0123467101032981,0.8987631950358856
50,0.31511286061821253,1.0079751713074279,1.0459848598770733,0.9636613396353786
51,0.7867303211598146,1.0067273345634191,0.9733837433373682,1.0342553401515564
52,0.39232086421495416,0.9751006757579265,1.0865335877954643,0.8974418156151726
53,-0.09736302071324114,1.028119424013828,0.9747222828481823,1.0547819026046703
54,0.21728837916717764,1.0163509999369238,1.035087355393688,0.9818987688728747
55,0.2972500684234935,1.0010611681777948,0.9437163985778889,1.0607648332552657
56,0.5947687983358907,1.0017972948072775,0.8920277262385274,1.1230562294644133
57,-0.29017063028282486,0.9954009055025974,0.9999680477568622,0.9954327118106371
58,-0.0007798588271164947,1.004402461173897,1.012047871563137,0.992445604003471
59,-0.23078915059647126,0.9871684988903284,0.9970089184437281,0.9901300586470679
60,0.19218252477513895,1.0035155972256817,0.9217629942018808,1.0886915655520526
61,0.045895819312742336,1.045831840303724,1.0098098684030543,1.0356720339419936
62,0.023616060325105312,0.9794420448752716,1.081990651608952,0.9052222802654599
63,-0.15641671023946874,0.903500993151452,0.9967659238756422,0.9064324647441173
64,0.07423722811569117,0.9809108869803101,0.9920132276436276,0.9888082735653856
65,-0.28333958034605633,1.0443333850795617,0.9690301370086163,1.0777099134432784
66,-0.6544282462247406,0.8850355787961646,1.0026334605855207,0.8827109941846906
67,0.007920003010632143,0.9445696847038129,0.9534047747687369,0.990733117455744
68,-0.21689787308174746,0.9940299929297071,0.9998105905433011,0.9942183072791346
69,-0.5916167840152424,0.944229886599941,1.0101424368175997,0.9347492513776101
70,-0.4255921009024219,0.9361321439738111,1.0407014404929211,0.8995203691949526
71,0.12831667726623155,1.0013183469828062,0.9677693688988525,1.0346662946380416
72,0.06840656143666252,1.0039779810277547,1.0408428262825151,0.9645817367196622
73,-0.9449707728401285,0.9064155680139113,0.999999975564356,0.9064155901628536
74,-0.17644075896414135,0.9999318650498906,0.9823399906565013,1.0179081321749048
75,-0.18685798532461634,1.0553872914348834,0.9732435667513624,1.0844020217442878
76,-0.10033065784728801,0.9957005479610207,1.013777282631708,0.9821689290336598
77,-0.6967640796821157,0.9153013442685842,1.0014953075145352,0.9139347307979133
78,-0.24455076112183988,1.0059977340001944,1.006966825652663,0.9990376131290726
79,-0.7786808020231121,0.862964825419584,0.9999999865732258,0.862964837006555
80,0.16305528133809277,1.0316772291473317,0.9435862713852223,1.0933576085551724
81,-0.0013613412564081606,0.9184711071949261,0.919172144835312,0.9992373162695104
82,0.16356302499670558,0.9920313185575965,1.0216616795750582,0.9709978737484243
83,-0.19817745560235395,0.938148666713509,1.0356433097724145,0.9058607899661554
84,-0.09839309644869186,0.9254115675382645,1.0000000075369269,0.9254115605635798
85,-0.2593834939259316,1.0061370688264228,1.0050277618531591,1.0011037575431918
86,-0.47012739166038553,0.9526538566164356,1.0179088235868152,0.9358931119779706
87,0.03143458964224066,0.991127859446447,1.0035042740921527,0.9876668042526374
88,-0.06175343509115483,1.0408218126254472,1.0077594622976196,1.0328077795989283
89,-0.09533810896113804,0.9713761682795488,0.967918512488379,1.003572259179419
90,-0.5186914107611154,1.0009880182843938,0.9999999908963368,1.0009880273970506
91,-0.544289341433892,0.8769940079390246,1.012057122497064,0.8665459571840542
92,0.19900831918364253,0.9930818397885796,0.9831614386011511,1.0100903074489305
93,-0.5370501017683673,0.8220747351108489,0.9999999887446795,0.8220747443637415
94,-0.6960479305106413,0.8831780516536807,1.0207465364910928,0.86522757617167
95,-0.40188833981267613,1.0094871198873132,1.015358641853241,0.9942172925664914
96,0.2374072093338015,0.9877542088721161,1.0126296507438515,0.9754348079246563
97,-0.4340438733870149,0.95075003915492,0.9586455347708367,0.991763905083232
98,-0.8062332300624206,0.9367232608040517,1.0106632912171933,0.9268400949597972
99,-0.2796516633160229,0.992815707012039,1.0090920419939098,0.9838703167753721
100,-0.20611595498050236,1.0164344241750853,1.008621986212253,1.0077456550319344
101,-0.16114205110403274,1.0337031687426648,0.9949402849512223,1.0389600103420318
102,-0.17768272333478796,0.9688426317949228,0.993069227558819,0.9756043233527374
103,-0.8146871224803947,0.8575942148718576,0.9806386027618509,0.874526265289447
104,0.026257191143805914,1.0148044235002371,1.0142515856574772,1.0005450697347453
105,-0.7590281959174221,0.985823774326965,1.0290070745701407,0.9580340103481083
106,-0.042955866779022356,0.9998537967411472,0.9865487296036968,1.013486477391524
107,-0.14852140663361263,1.002181317584475,1.0031425550039652,0.9990417738588654
108,-0.837264021859334,0.9357453841229059,1.0007983977815016,0.934998883089006
109,-0.7767264870934139,0.8762487646505672,0.9990846333732971,0.8770515884046125
110,0.3937216323815712,1.000450424366266,0.8319212676782508,1.2025782525768918
111,-0.08396445184542234,1.012766989643257,0.9013891752556632,1.1235624050575934
112,0.3855909167247176,1.010969496559015,0.9386521735521399,1.0770437921995406
113,-0.4594758724987823,0.97163037033731,1.0150315896910935,0.9572415087426499
114,-0.598657360167899,1.0492105772681053,0.9745063246612229,1.0766585610747843
115,-0.023071468961382735,1.0177935443401094,0.9614407625160584,1.0586128485716781
116,-0.027154816279841676,0.9492399509056342,1.0642729311333399,0.8919140223691496
117,0.13557555152751566,1.0184808951628104,0.940998802869916,1.0823402665938602
118,0.3026834957723041,1.0304612788344574,0.9631403857908593,1.0698972798116542
119,0.16249602516934644,1.012944828695192,0.8986369169648285,1.1272014420644043
